periode,cash_in_echannel,cash_out_echannel,cash_in_kantor,cash_out_kantor,cr_ketetapan_total_bkn_sum,giro,deposito,kewajiban_lain,tabungan,rata_dpk_mingguan,kas_kantor,kas_echannel
2019-12-18,729900000.0,-745050000.0,76271680477.0,-71633606477.0,3.0,1367598469206.64,783380080325.0,25202706801.27,684797818810.71,320726553483.9237,3870929936500.0,3647500000.0
2019-12-19,591750000.0,-583650000.0,656925500445.0,-77838136221.0,3.0,1140677770459.7102,973256073616.0,19939260430.559998,693299346277.2101,320726553483.9237,4450017300724.0,3655600000.0
2019-12-20,676350000.0,-479250000.0,0.0,0.0,3.0,1184869236294.7102,973256167624.0,20117723316.500004,686486152797.16,320726553483.9237,4450017300724.0,3852700000.0
2019-12-21,413250000.0,-156850000.0,220000000.0,0.0,3.0,1186559486913.71,973258309206.0,20236000767.409996,681380855681.9601,320726553483.92377,4450237300724.0,4109100000.0
2019-12-22,776850000.0,-1446850000.0,89273258409.0,-177940290309.0,3.0,1489675914701.1501,874977516799.0,16241770330.849998,700493166660.44,320726553483.9237,4361570268824.0,3439100000.0
2019-12-23,1508600000.0,-732400000.0,1877817000.0,-1702360700.0,3.0,1499539632093.5498,874977791037.0,16419824569.27,693299843815.46,306312915754.7475,4361745725124.0,4215300000.0
2019-12-24,1111500000.0,-409800000.0,0.0,0.0,3.0,1505556093781.15,874878719080.0,15404112600.489998,688169904987.2502,306312915754.7475,4361745725124.0,4917000000.0
2019-12-25,1043800000.0,-1550500000.0,237486262609.55002,-171867624309.55002,3.0,1546583349339.48,859268778206.0,14966190264.1,684378789567.49,306312915754.7475,4427364363424.0,4410300000.0
2019-12-26,884200000.0,-2670100000.0,82906644696.0,-153370522396.0,3.0,1353379162709.58,1563084175804.0,45944388788.45,685796237218.41,306312915754.7475,4356900485724.0,2624400000.0
2019-12-27,966950000.0,-713050000.0,2362354900.0,-2068738200.0,3.0,1358333902648.71,1593084498112.0,15707667649.589998,680387807966.26,306312915754.7475,4357194102424.0,2878300000.0
2019-12-28,512050000.0,-485850000.0,88721000.0,0.0,3.0,1356266779918.71,1593006567736.0,15922333524.689999,676191781275.56,306312915754.7475,4357282823424.0,2904500000.0
2019-12-29,971600000.0,-829000000.0,57129513895.0,-147755009895.0,3.0,2612534274400.1196,1209846872804.0,16602067447.769999,681681490339.89,306312915754.7475,4266657327424.0,3047100000.0
2019-12-30,754450000.0,-775000000.0,78721738675.2,-133166459799.2,3.0,2085749309869.16,1379157645530.0,14810667596.51,692805511295.0,306312915754.7475,4212212606300.0,3026550000.0
2019-12-31,402100000.0,-479500000.0,0.0,0.0,3.0,1982458062029.66,1379159734515.0,15090711042.06,690047184836.88,350040986420.28253,4212212606300.0,2949150000.0
2020-01-01,722300000.0,-917850000.0,105667992458.0,-152341706358.0,3.0,1825869748966.53,1114108016118.0,16274417166.370003,713771260299.01,350040986420.28253,4165538892400.0,2753600000.0
2020-01-02,1854750000.0,-904350000.0,236451927813.0,-121633902813.0,3.0,1056742829614.1901,1438424380326.0,12784259296.519999,704337327204.6,350040986420.28253,4280356917400.0,3704000000.0
2020-01-03,844500000.0,-741200000.0,0.0,0.0,3.0,1062475922900.1901,1438426044862.0,12856108313.07,697151226992.26,350040986420.28253,4280356917400.0,3807300000.0
2020-01-04,1501350000.0,-415600000.0,0.0,0.0,3.0,1066393638719.1901,1438426255489.0,13117128610.58,690611286463.85,350040986420.28253,4280356917400.0,4893050000.0
2020-01-05,728750000.0,-1083300000.0,105620905467.0,-125717362267.0,3.0,1344841801733.48,1058611359901.0,16553549844.15,683224646132.2899,350040986420.2825,4260260460600.0,4538500000.0
2020-01-06,777900000.0,-710650000.0,140597593853.41,-119021863853.41,3.0,1281688101726.11,980422558989.0,16006260250.779999,682383699006.57,350040986420.2825,4281836190600.0,4605750000.0
2020-01-07,510550000.0,-517600000.0,53799711333.34,-99883545833.34,3.0,1153433085893.27,1027313157548.0,16419247013.4,674831077063.11,451620877687.1213,4235752356100.0,4598700000.0
2020-01-08,414450000.0,-501750000.0,103450878093.0,-85770688278.0,3.0,1104365758276.27,1027845444820.0,17732872508.56,673840617541.75,451620877687.1212,4253432545915.0,4511400000.0
2020-01-09,614000000.0,-970250000.0,188862568143.0,-84146794258.0,3.0,683718383230.27,1368819248837.0,18159891711.16,674785939105.14,451620877687.1213,4358148319800.0,4155150000.0
2020-01-10,831050000.0,-598100000.0,0.0,0.0,3.0,695084811001.27,1368821795355.0,18364979858.760002,670524744658.74,451620877687.1213,4358148319800.0,4388100000.0
2020-01-11,468300000.0,-417200000.0,0.0,0.0,3.0,700130276239.27,1368821818047.0,18580568463.620003,666919880297.04,451620877687.1212,4358148319800.0,4439200000.0
2020-01-12,750850000.0,-724950000.0,57637699847.0,-113566002347.0,3.0,1087527243266.67,1057897381938.0,17997691513.489998,660226888275.28,451620877687.1212,4302220017300.0,4465100000.0
2020-01-13,601250000.0,-938550000.0,107981960914.0,-109305625414.0,3.0,1006877689868.62,1055975652413.0,17604169603.4,660553245569.4,451620877687.1212,4300896352800.0,4127800000.0
2020-01-14,785450000.0,-506500000.0,80020267953.0,-81203792353.0,3.0,975281204493.3201,1007472255515.0,17737439110.91,661441106230.95,451620877687.1212,4299712828400.0,4406750000.0
2020-01-15,925150000.0,-837900000.0,98949665142.0,-77929715742.0,3.0,962880770477.1501,1007154412428.0,17994808065.88,656372692276.3,418433170024.07623,4320732777800.0,4494000000.0
2020-01-16,693950000.0,-1170350000.0,204134659746.2,-78928396846.2,3.0,918762067630.91,1037264306815.0,17680041965.079998,654019776426.9,418433170024.0763,4445939040700.0,4017600000.0
2020-01-17,824400000.0,-671450000.0,0.0,0.0,3.0,931951044658.4601,1037266431515.0,17836294492.27,649413292901.16,418433170024.07623,4445939040700.0,4170550000.0
2020-01-18,802850000.0,-433550000.0,0.0,0.0,3.0,939884725441.06,1037263464301.0,17897523709.420002,645978701078.01,418433170024.07623,4445939040700.0,4539850000.0
2020-01-19,919350000.0,-2027500000.0,89483728450.0,-128237521650.0,3.0,1088646333401.1599,999708959261.0,17543930457.18,645154986937.8,418433170024.07623,4407185247500.0,3431700000.0
2020-01-20,720250000.0,-509000000.0,100148988271.0,-118870731371.0,3.0,977743372821.26,999375192390.0,16213441225.960001,644842726056.86,418433170024.07623,4388463504400.0,3642950000.0
2020-01-21,952650000.0,-626000000.0,122800130598.6,-93872501298.6,3.0,987477465636.46,999319537965.0,22410068917.97,644067247672.7899,418433170024.07623,4417391133700.0,3969600000.0
2020-01-22,576000000.0,-664550000.0,80087291624.0,-48175031424.0,3.0,1314111100109.94,970050385321.0,16413659042.73,646927289464.8301,418433170024.0763,4449303393900.0,3881050000.0
2020-01-23,542100000.0,-1102250000.0,178676498330.0,-68833290330.0,3.0,653468292707.3601,1311402492709.0,16648881587.329996,667654992458.74,346486024457.29376,4559146601900.0,3320900000.0
2020-01-24,965550000.0,-580100000.0,0.0,0.0,3.0,655853778696.23,1311295346497.0,15471972063.52,661479212298.75,346486024457.29376,4559146601900.0,3706350000.0
2020-01-25,530600000.0,-389800000.0,0.0,0.0,3.0,659525129562.43,1311295382730.0,15652465300.759998,655641128186.9701,346486024457.29376,4559146601900.0,3847150000.0
2020-01-26,1387400000.0,-793550000.0,60973623160.0,-95813738760.0,3.0,1004807903839.4401,956218545128.0,15709778882.569998,657590483210.9701,346486024457.2937,4524306486300.0,4441000000.0
2020-01-27,598600000.0,-1083350000.0,161784129830.0,-83741763930.0,3.0,956630133848.39,953066820244.0,15548912213.349998,654321081439.7401,346486024457.29376,4602348852200.0,3956250000.0
2020-01-28,521800000.0,-706750000.0,88783607514.0,-68333713014.0,3.0,1275895722965.3901,961382453927.0,15635899031.2,645712288060.29,346486024457.29376,4622798746700.0,3771300000.0
2020-01-29,496050000.0,-696700000.0,70479124911.0,-61753353611.0,3.0,2138425580110.8699,928843436551.0,16680067528.069998,648917511931.42,346486024457.2938,4631524518000.0,3570650000.0
2020-01-30,823750000.0,-1253850000.0,327085322353.2,-120717655253.2,3.0,1503971641312.08,1200360840205.0,17724989189.87,652957210195.46,346486024457.29376,4837892185100.0,3140550000.0
2020-01-31,880350000.0,-811850000.0,11300000.0,0.0,3.0,1445845455544.84,1200365979619.0,20253717458.079998,692470259366.3701,336556657044.7438,4837903485100.0,3209050000.0
2020-02-01,970200000.0,-511250000.0,0.0,0.0,3.0,1446848699805.8901,1200367463423.0,20485188325.95,681614132703.5701,336556657044.7438,4837903485100.0,3668000000.0
2020-02-02,1463500000.0,-963100000.0,155759706182.0,-114025077432.0,3.0,1155238427571.6301,855983715438.0,16666875877.57,673314844271.8201,336556657044.7438,4879638113850.0,4168400000.0
2020-02-03,616150000.0,-1254450000.0,149039582798.6,-88887096598.6,3.0,1013599382041.99,856105808328.0,17440330352.46,668139105345.1199,336556657044.7438,4939790600050.0,3530100000.0
2020-02-04,499500000.0,-665000000.0,97150579946.0,-67460286346.0,3.0,948153911361.23,856337843966.0,18887153243.27,664575445408.9299,336556657044.7438,4969480893650.0,3364600000.0
2020-02-05,455200000.0,-711300000.0,90524818701.0,-56579837001.0,3.0,1060968960651.59,848389953268.0,16853673551.9,662273199226.0001,336556657044.7438,5003425875350.0,3108500000.0
2020-02-06,1245300000.0,-903100000.0,239336618402.0,-89377788502.0,3.0,625245569101.8601,1219247624911.0,17290552438.03,655878843516.2001,336556657044.74384,5153384705250.0,3450700000.0
2020-02-07,635700000.0,-751100000.0,1511294100.0,-1367012400.0,3.0,636091649707.0199,1219247965514.0,17435522169.21,649974899710.25,361809224603.3163,5153528986950.0,3335300000.0
2020-02-08,438650000.0,-354150000.0,0.0,0.0,3.0,640068243492.02,1219242948313.0,17610200520.69,645339082460.75,361809224603.3163,5153528986950.0,3419800000.0
2020-02-09,719950000.0,-898150000.0,83475881375.0,-100730297875.0,3.0,1039313224047.9299,847129334871.0,17524894992.65,647542266684.0701,361809224603.3162,5136274570450.0,3241600000.0
2020-02-10,701150000.0,-859900000.0,34826287958.0,-83024099458.0,3.0,1047037326311.6599,847467806660.0,17645634435.58,648878705747.77,361809224603.3162,5088076758950.0,3082850000.0
2020-02-11,450550000.0,-581500000.0,91780541007.0,-96177482107.0,3.0,1011041097839.76,847618386358.0,17642224628.79,644084612003.4901,361809224603.3162,5083679817850.0,2951900000.0
2020-02-12,1031150000.0,-843450000.0,86079722151.0,-55912118751.0,3.0,988794576333.1599,847083614536.0,15406173350.01,639449233576.33,361809224603.3162,5113847421250.0,3139600000.0
2020-02-13,1677800000.0,-1487300000.0,202697541593.0,-77237605393.0,3.0,572709399412.36,1274715317421.0,15329499048.23,639390107622.05,361809224603.3162,5239307357450.0,3330100000.0
2020-02-14,372200000.0,-758950000.0,1743660400.0,-1603634400.0,3.0,580948404142.5599,1274722588436.0,15500828095.11,634255132501.4701,361809224603.3163,5239447383450.0,2943350000.0
2020-02-15,368450000.0,-306950000.0,0.0,0.0,3.0,584869602673.56,1274668562725.0,15626828956.75,630319123254.48,349265037787.81,5239447383450.0,3004850000.0
2020-02-16,692500000.0,-793200000.0,89012059568.0,-108669286898.0,3.0,1130359511891.53,859426166045.0,15475766862.650002,625573898706.21,349265037787.81,5219790156120.0,2904150000.0
2020-02-17,541850000.0,-612650000.0,57465114455.6,-81359645855.6,3.0,1027486011028.6399,858735134049.0,15655039831.53,627097795786.76,349265037787.81006,5195895624720.0,2833350000.0
2020-02-18,547450000.0,-549800000.0,100718782450.0,-126270593350.0,3.0,984587835360.48,858730166934.0,14614000951.13,625827341834.25,349265037787.81006,5170343813820.0,2831000000.0
2020-02-19,448800000.0,-583600000.0,89786004224.3,-81131115475.0,3.0,992337663215.3699,859155014447.0,20494868768.5,623633509663.44,349265037787.81006,5178998702569.3,2696200000.0
2020-02-20,1624500000.0,-887600000.0,222706271384.0,-98955864253.0,3.0,809438881805.5,1059505543795.0,14528719493.31,627209683206.0701,349265037787.81,5302749109700.3,3433100000.0
2020-02-21,769850000.0,-425350000.0,138998300.0,0.0,3.0,824632028307.25,1059520376166.0,14679559299.830002,623557016392.97,349265037787.81,5302888108000.3,3777600000.0
2020-02-22,747450000.0,-280150000.0,0.0,0.0,3.0,829622779348.7,1059520533818.0,14723341399.32,619527306843.78,349265037787.81,5302888108000.3,4244900000.0
2020-02-23,529750000.0,-889900000.0,86259856255.0,-98306814855.0,3.0,1037089561059.22,848430533818.0,14431455340.760002,617056714583.39,315253764077.21875,5290841149400.3,3884750000.0
2020-02-24,698700000.0,-900250000.0,94683678895.0,-138167377695.0,3.0,823227719897.8201,859366560336.0,13515194223.82,640403913246.7101,315253764077.2187,5247357450600.3,3683200000.0
2020-02-25,454100000.0,-831800000.0,90100942422.7,-83960320423.0,3.0,1129267012601.4202,858604125528.0,13879487606.01,633399737573.4099,315253764077.21875,5253498072600.0,3305500000.0
2020-02-26,549000000.0,-684350000.0,99926698980.0,-53930938780.0,3.0,1998125852692.62,856385495884.0,13643642201.02,642175369831.64,315253764077.2187,5299493832800.0,3170150000.0
2020-02-27,1319850000.0,-1101750000.0,247982555431.0,-59668070831.0,3.0,1499315747892.4001,837964601229.0,15837355833.38,644067503932.77,315253764077.2187,5487808317400.0,3388250000.0
2020-02-28,1023450000.0,-1043050000.0,13998789300.0,-13238790000.0,3.0,1474236531790.8003,837972754145.0,15726197871.800001,639460363506.6799,315253764077.21875,5488568316700.0,3368650000.0
2020-02-29,686250000.0,-526050000.0,0.0,0.0,3.0,1397306359962.84,837975549429.0,18246670295.97,681292169026.63,315642806450.95374,5488568316700.0,3528850000.0
2020-03-01,851300000.0,-1108750000.0,204480946295.4,-151947200783.4,3.0,1075332373220.7999,838784637002.0,16680805128.48,665366506241.47,315642806450.95374,5541102062212.0,3271400000.0
2020-03-02,873900000.0,-895600000.0,108506695439.0,-77635785951.0,3.0,928041635737.21,834448974723.0,14551167176.98,652631775551.3402,315642806450.9538,5571972971700.0,3249700000.0
2020-03-03,628700000.0,-777450000.0,122813494331.0,-61791228331.0,3.0,892090322481.21,834579347168.0,15040838245.44,646884226048.2701,315642806450.9538,5632995237700.0,3100950000.0
2020-03-04,1217700000.0,-700650000.0,142426479923.32,-56978453823.32,3.0,835978611275.36,835293442953.0,16771249466.51,648592384793.3201,315642806450.9538,5718443263800.0,3618000000.0
2020-03-05,671900000.0,-705150000.0,243539756951.28,-57433157451.28,3.0,798853681406.32,810533442953.0,17228928228.879997,646384359712.49,315642806450.95374,5904549863300.0,3584750000.0
2020-03-06,1173700000.0,-748900000.0,603049900.0,0.0,3.0,802845757960.9199,810533878925.0,16124961968.529999,640852066966.73,315642806450.9538,5905152913200.0,4009550000.0
2020-03-07,725350000.0,-415400000.0,0.0,0.0,3.0,809318061677.9199,810534295105.0,16174633612.630001,635963993888.6499,353407988179.70135,5905152913200.0,4319500000.0
2020-03-08,872650000.0,-1359100000.0,44427345944.0,-86536568744.0,3.0,908197504364.74,829081453033.0,15876029209.34,649365223416.41,353407988179.70135,5863043690400.0,3833050000.0
2020-03-09,518750000.0,-632350000.0,61291344021.0,-104241147521.0,3.0,812420350630.27,860034056633.0,14354857974.500002,634651905669.7301,353407988179.70135,5820093886900.0,3719450000.0
2020-03-10,475400000.0,-839100000.0,38714588848.0,-72557403448.0,3.0,791288372444.27,866224528119.0,12270740757.71,635212845410.72,353407988179.70135,5786251072300.0,3355750000.0
2020-03-11,396450000.0,-708850000.0,71357931462.0,-53790738562.0,3.0,797379348476.13,891350667837.0,11679582693.130001,631194484813.89,353407988179.7013,5803818265200.0,3043350000.0
2020-03-12,1131650000.0,-991200000.0,229678719469.0,-50294975769.0,3.0,663706922875.53,1073989125963.0,11327192068.58,629345944722.66,353407988179.70123,5983202008900.0,3183800000.0
2020-03-13,583550000.0,-561800000.0,538827800.0,0.0,3.0,675080136921.53,1073994194178.0,11487390925.07,626244874974.81,353407988179.70123,5983740836700.0,3205550000.0
2020-03-14,507300000.0,-322800000.0,0.0,0.0,3.0,677606204406.73,1073945398396.0,11649778801.15,622251501395.74,353407988179.70123,5983740836700.0,3390050000.0
2020-03-15,569500000.0,-709250000.0,101859124012.0,-92998375312.0,3.0,925403742325.53,881941370254.0,11509950523.45,627939183407.08,307665109358.0113,5992601585400.0,3250300000.0
2020-03-16,673900000.0,-893750000.0,58461039643.0,-74696315743.0,3.0,884828123421.71,882091737821.0,12012965715.529999,632849398963.29,307665109358.0112,5976366309300.0,3030450000.0
2020-03-17,446750000.0,-586100000.0,59144614852.0,-60825034152.0,3.0,849267259679.9099,884904106123.0,12057442538.57,637023172504.72,307665109358.0112,5974685890000.0,2891100000.0
2020-03-18,358750000.0,-808700000.0,69005534621.0,-52265434821.0,3.0,848932452365.8999,884334135378.0,11833023275.74,629973701257.94,307665109358.0112,5991425989800.0,2441150000.0
2020-03-19,1062200000.0,-565400000.0,193094315587.4,-51268636687.4,3.0,859056563475.72,912829460000.0,20403994610.53,624676073533.97,307665109358.0112,6133251668700.0,2937950000.0
2020-03-20,872650000.0,-487350000.0,0.0,0.0,3.0,864454486433.1201,912836855418.0,20642162770.140003,621239902849.8401,307665109358.0112,6133251668700.0,3323250000.0
2020-03-21,950750000.0,-233000000.0,0.0,0.0,3.0,868476339444.12,912838994692.0,20797519924.25,617587944508.64,307665109358.0112,6133251668700.0,4041000000.0
2020-03-22,478900000.0,-569450000.0,165807905474.0,-110126197374.0,3.0,737716472794.4099,882310151664.0,12230840864.380001,623735260630.6299,307665109358.0112,6188933376800.0,3950450000.0
2020-03-23,469600000.0,-689600000.0,146831364705.8,-72632555005.8,3.0,662837379924.08,882816428886.0,12213187577.48,647718959610.82,293487525021.8088,6263132186500.0,3730450000.0
2020-03-24,637200000.0,-167650000.0,0.0,0.0,3.0,665471845045.2301,882642352374.0,11396288525.18,641273498278.2098,293487525021.8087,6263132186500.0,4200000000.0
2020-03-25,608400000.0,-729800000.0,124814516640.0,-75361000640.0,3.0,626731240613.33,897996563870.0,11535992808.830002,640631071079.12,293487525021.8088,6312585702500.0,4078600000.0
2020-03-26,465050000.0,-550250000.0,286689486972.0,-146542035172.0,3.0,757704704003.43,894266950660.0,11433124547.050001,644630048671.6,293487525021.8087,6452733154300.0,3993400000.0
2020-03-27,553850000.0,-473250000.0,0.0,0.0,3.0,756052466005.43,894269500480.0,11304377866.87,640573049625.3699,293487525021.8087,6452733154300.0,4074000000.0
2020-03-28,836600000.0,-139600000.0,0.0,0.0,3.0,758367141490.43,894271526582.0,11386967141.480001,637927641110.32,293487525021.8088,6452733154300.0,4771000000.0
2020-03-29,482200000.0,-1305550000.0,80599574434.0,-68853018034.0,3.0,1571856040118.84,894286246543.0,12819568564.09,640529792894.0499,293487525021.8087,6464479710700.0,3947650000.0
2020-03-30,262550000.0,-566200000.0,85260520288.0,-52793551388.0,3.0,1220414862124.7402,894329888703.0,13540826381.16,668497573335.9199,293487525021.8087,6496946679600.0,3644000000.0
2020-03-31,455050000.0,-890350000.0,117304523864.0,-94975335764.0,3.0,771479758992.68,895365977628.0,12047829592.64,698992705252.8699,298886481080.77,6519275867700.0,3208700000.0
2020-04-01,1126550000.0,-604000000.0,114779347123.0,-49825280423.0,3.0,721976053175.38,895153667998.0,12533787780.17,685503749345.83,298886481080.77,6584229934400.0,3731250000.0
2020-04-02,502250000.0,-743600000.0,251063676973.0,-63510194973.0,3.0,615203773848.99,895456089086.0,12357748059.590002,682571556753.2799,298886481080.76996,6771783416400.0,3489900000.0
2020-04-03,375300000.0,-285850000.0,0.0,0.0,3.0,626348576619.99,895458368757.0,12530697528.0,676418072872.28,298886481080.76996,6771783416400.0,3579350000.0
2020-04-04,696700000.0,-239700000.0,0.0,0.0,3.0,627985163155.99,895493402733.0,12673691263.65,670790372378.48,298886481080.77,6771783416400.0,4036350000.0
2020-04-05,485300000.0,-427050000.0,151537228669.0,-120710783669.0,3.0,610414603393.3099,894390217127.0,13761432554.69,667413561190.3899,298886481080.76996,6802609861400.0,4094600000.0
2020-04-06,316300000.0,-416200000.0,137065804959.0,-90057053859.0,3.0,552801201765.52,894470801381.0,13902888205.62,666891024522.9701,298886481080.77,6849618612500.0,3994700000.0
2020-04-07,338800000.0,-401050000.0,80738296800.0,-98583028400.0,3.0,587200213563.75,894157222963.0,14135190679.630001,674780786628.17,303308236022.5176,6831773880900.0,3932450000.0
2020-04-08,452250000.0,-472950000.0,379143442805.0,-149854064505.0,3.0,580099619434.75,875001544158.0,13634227664.96,680864325775.29,303308236022.5175,7061063259200.0,3911750000.0
2020-04-09,1174350000.0,-195550000.0,0.0,0.0,3.0,577262187893.75,874925598243.0,13742675518.75,675332575234.8,303308236022.5176,7061063259200.0,4890550000.0
2020-04-10,611550000.0,-242350000.0,0.0,0.0,3.0,582609720392.75,874928148655.0,13867360849.58,670990702721.7001,303308236022.5176,7061063259200.0,5259750000.0
2020-04-11,359450000.0,-164550000.0,0.0,0.0,3.0,587214824323.35,874928247409.0,14012248810.64,667540368024.1499,303308236022.5175,7061063259200.0,5454650000.0
2020-04-12,1610300000.0,-2129050000.0,64137438213.0,-104783403813.0,3.0,667508542437.3,873781499505.0,13140883122.720001,655547494951.6,303308236022.5175,7020417293600.0,4935900000.0
2020-04-13,1162000000.0,-969200000.0,29765770859.0,-83353724159.0,3.0,681403146424.72,874452641028.0,12046019966.77,651402273981.47,303308236022.5175,6966829340300.0,5128700000.0
2020-04-14,425550000.0,-937800000.0,101154566250.0,-105411343450.0,3.0,623775230868.4,875762308790.0,16573671131.51,656327791947.03,303308236022.5175,6962572563100.0,4616450000.0
2020-04-15,1053550000.0,-521350000.0,56269366429.0,-58164264229.0,3.0,610943779129.3301,875804506117.0,11891353320.01,652367012041.97,279114049517.185,6960677665300.0,5148650000.0
2020-04-16,549500000.0,-415600000.0,251091423618.0,-136453015818.0,3.0,584909285268.7299,875349506117.0,11732314668.66,650552003997.5201,279114049517.185,7075316073100.0,5282550000.0
2020-04-17,591050000.0,-312850000.0,0.0,0.0,3.0,593904132436.73,875352044992.0,11908077473.390001,646247425138.62,279114049517.185,7075316073100.0,5560750000.0
2020-04-18,307850000.0,-227750000.0,0.0,0.0,3.0,599061700863.3301,875352076339.0,11964472331.12,642750516546.07,279114049517.185,7075316073100.0,5640850000.0
2020-04-19,648050000.0,-1189850000.0,88550188926.0,-80554266626.0,3.0,577605976788.01,875231769726.0,11788168670.13,639719489983.1699,279114049517.185,7083311995400.0,5099050000.0
2020-04-20,587350000.0,-1239000000.0,86310620361.0,-89124102061.0,3.0,683525920476.18,875080359716.0,17815736048.0,642627869061.2399,279114049517.185,7080498513700.0,4447400000.0
2020-04-21,369850000.0,-245450000.0,55003955125.0,-53243100725.0,3.0,664634031371.73,875190691704.0,12023872256.84,637835401532.1,279114049517.185,7082259368100.0,4571800000.0
2020-04-22,514700000.0,-801400000.0,81471144863.0,-69254905963.0,3.0,608747854921.73,865384692035.0,13420021126.75,636932028835.18,279114049517.185,7094475607000.0,4285100000.0
2020-04-23,157450000.0,-987250000.0,183986038972.0,-76148985772.0,3.0,474682762529.94,853452348949.0,12286015512.65,660289373532.22,271077332704.665,7202312660200.0,3455300000.0
2020-04-24,206400000.0,-188900000.0,0.0,0.0,3.0,480469839261.7399,853476988956.0,11728269537.17,653329502515.01,271077332704.66498,7202312660200.0,3472800000.0
2020-04-25,527650000.0,-168050000.0,0.0,0.0,3.0,486165133289.58997,853477023602.0,11824351483.84,649179546207.03,271077332704.66504,7202312660200.0,3832400000.0
2020-04-26,341050000.0,-327000000.0,85089039355.0,-100019176955.0,3.0,517378823774.65,853074378061.0,11551961037.609999,644525032984.22,271077332704.665,7187382522600.0,3846450000.0
2020-04-27,1184050000.0,-1256900000.0,47461177680.0,-88279346880.0,3.0,799821646644.51,854129295286.0,11693036961.35,643630673228.64,271077332704.66504,7146564353400.0,3773600000.0
2020-04-28,228750000.0,-297100000.0,52363486468.2,-56498544668.2,3.0,1495568139433.6401,857130711266.0,12403119844.130001,648842320765.8401,271077332704.66504,7142429295200.0,3705250000.0
2020-04-29,274950000.0,-414850000.0,280552158128.2,-70612593028.2,3.0,812729276751.2799,859867232186.0,13238159949.88,652958282279.4401,271077332704.66504,7352368860300.0,3565350000.0
2020-04-30,469500000.0,-370300000.0,0.0,0.0,3.0,732757637114.72,859857180734.0,14634930592.67,692611456724.2599,268244595172.38626,7352368860300.0,3664550000.0
2020-05-01,331650000.0,-327000000.0,0.0,0.0,3.0,740103030473.77,859866968870.0,13815358742.670002,681506917484.87,268244595172.38626,7352368860300.0,3669200000.0
2020-05-02,210900000.0,-143400000.0,0.0,0.0,3.0,747285911200.32,859997019014.0,13652876829.960001,675688617838.0701,268244595172.38623,7352368860300.0,3736700000.0
2020-05-03,553300000.0,-645550000.0,182747424256.0,-152315265756.0,3.0,582643188923.45,827646994982.0,11447748184.18,669701599742.9099,268244595172.38626,7382801018800.0,3644450000.0
2020-05-04,347250000.0,-371300000.0,172198173592.0,-64004160392.0,3.0,544593338559.17004,829447026134.0,14946724644.34,663485037492.64,268244595172.38626,7490995032000.0,3620400000.0
2020-05-05,270800000.0,-494850000.0,140401499626.0,-62925612326.0,3.0,875596707231.3701,802655118190.0,11210826593.9,662353608666.6902,268244595172.38623,7568470919300.0,3396350000.0
2020-05-06,411000000.0,-164200000.0,0.0,0.0,3.0,873289720858.37,802662961822.0,11360085758.420002,658144977374.02,268244595172.38626,7568470919300.0,3643150000.0
2020-05-07,954950000.0,-507000000.0,310881587755.6,-141812055155.6,3.0,578334259086.97,808207699773.0,12815861135.93,662985711803.9601,280158986532.6862,7737540451900.0,4091100000.0
